Nationality,Location,StartDate,EndDate,MinDeaths,MaxDeaths,DeathsOverride,DeathsFinal,AirRate,CivilianRate,IntentionalRate,Tags,AirForce,Notes,Sources,
United_Kingdom,Birmingham,11/19/40,11/28/40,796,796,,796.0,1,1,,air-firebomb,LUFTW,,http://www.century-of-flight.net/Aviation%20history/WW2/blitz.htm, http://secondcity.weebly.com/air-raids-in-birmingham-during-world-war-ii.html
United_Kingdom,Birmingham,4/9/41,4/10/41,"1,121","1,121",,1121.0,1,1,,air-firebomb,LUFTW,,http://www.century-of-flight.net/Aviation%20history/WW2/blitz.htm, http://secondcity.weebly.com/air-raids-in-birmingham-during-world-war-ii.html
United_Kingdom,Belfast,4/7/41,4/16/41,"1,043","1,043",,1043.0,1,1,,air-firebomb,LUFTW,,http://www.century-of-flight.net/Aviation%20history/WW2/blitz.htm, http://www.historylearningsite.co.uk/blitz_belfast_1941.htm
United_Kingdom,Belfast,5/4/41,5/4/41,200,200,,200.0,1,1,,air-firebomb,LUFTW,,http://www.century-of-flight.net/Aviation%20history/WW2/blitz.htm, http://www.historylearningsite.co.uk/blitz_belfast_1941.htm
United_Kingdom,Coventry,11/14/40,11/14/41,380,554,,467.0,1,1,,air-firebomb,LUFTW,,http://www.century-of-flight.net/Aviation%20history/WW2/blitz.htm, http://news.bbc.co.uk/onthisday/hi/dates/stories/november/15/newsid_3522000/3522785.stm
United_Kingdom,Glasgow,3/13/41,3/14/41,528,528,,528.0,1,1,,air-firebomb,LUFTW,,http://www.century-of-flight.net/Aviation%20history/WW2/blitz.htm, http://www.educationscotland.gov.uk/scotlandshistory/20thand21stcenturies/worldwarii/clydebankblitz/index.asp
United_Kingdom,Manchester,12/22/40,12/24/40,684,684,,684.0,1,1,,air-firebomb,LUFTW,,http://www.century-of-flight.net/Aviation%20history/WW2/blitz.htm, http://manchesterhistorian.com/2011/the-manchester-blitz/
United_Kingdom,,7/1/42,7/1/42,3086,3086,,3086.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,12/1/42,12/1/42,3857,3857,,3857.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,2/1/43,2/1/43,3086,3086,,3086.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,7/1/44,7/1/44,18129,18129,,18129.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,6/1/45,6/1/45,1543,1543,,1543.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,3/1/41,3/1/41,2700,2700,,2700.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,5/1/44,5/1/44,7715,7715,,7715.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,10/1/42,10/1/42,8100,8100,,8100.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,4/1/44,4/1/44,5786,5786,,5786.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,12/1/45,12/1/45,1157,1157,,1157.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,8/1/44,8/1/44,11572,11572,,11572.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,12/1/40,12/1/40,2314,2314,,2314.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,9/1/39,9/1/39,386,386,,386.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,8/1/40,8/1/40,1543,1543,,1543.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,4/1/40,4/1/40,1157,1157,,1157.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,5/1/40,5/1/40,21215,21215,,21215.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,10/1/41,10/1/41,1157,1157,,1157.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,4/1/41,4/1/41,4629,4629,,4629.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,9/1/42,9/1/42,5014,5014,,5014.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,5/1/42,5/1/42,5014,5014,,5014.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,6/1/43,6/1/43,5014,5014,,5014.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,4/1/43,4/1/43,10029,10029,,10029.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,10/1/43,10/1/43,4243,4243,,4243.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,6/1/41,6/1/41,3857,3857,,3857.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,9/1/44,9/1/44,25844,25844,,25844.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,7/1/45,7/1/45,1929,1929,,1929.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,1/1/42,1/1/42,3472,3472,,3472.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,6/1/44,6/1/44,21601,21601,,21601.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,6/1/42,6/1/42,5400,5400,,5400.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,3/1/43,3/1/43,6943,6943,,6943.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,1/1/44,1/1/44,5786,5786,,5786.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,11/1/42,11/1/42,10029,10029,,10029.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,2/1/45,2/1/45,6172,6172,,6172.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,5/1/43,5/1/43,5786,5786,,5786.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,11/1/39,11/1/39,1929,1929,,1929.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,7/1/43,7/1/43,7329,7329,,7329.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,9/1/45,9/1/45,1929,1929,,1929.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,4/1/42,4/1/42,1929,1929,,1929.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,11/1/40,11/1/40,771,771,,771.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,2/1/44,2/1/44,10800,10800,,10800.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,3/1/44,3/1/44,5400,5400,,5400.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,4/1/45,4/1/45,8872,8872,,8872.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,1/1/43,1/1/43,5786,5786,,5786.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,1/1/45,1/1/45,6557,6557,,6557.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,3/1/45,3/1/45,9643,9643,,9643.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,10/1/39,10/1/39,771,771,,771.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,6/1/40,6/1/40,10029,10029,,10029.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,5/1/41,5/1/41,3086,3086,,3086.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,8/1/45,8/1/45,1929,1929,,1929.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,8/1/43,8/1/43,6557,6557,,6557.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,11/1/43,11/1/43,6943,6943,,6943.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,9/1/43,9/1/43,5014,5014,,5014.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,12/1/43,12/1/43,5786,5786,,5786.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,10/1/44,10/1/44,9643,9643,,9643.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,1/1/46,1/1/46,771,771,,771.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,7/1/40,7/1/40,386,386,,386.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,12/1/41,12/1/41,3472,3472,,3472.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,12/1/44,12/1/44,7329,7329,,7329.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,12/1/39,12/1/39,386,386,,386.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,8/1/41,8/1/41,1543,1543,,1543.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,11/1/44,11/1/44,4629,4629,,4629.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,1/1/41,1/1/41,1929,1929,,1929.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,2/1/42,2/1/42,8100,8100,,8100.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,5/1/45,5/1/45,3472,3472,,3472.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,11/1/45,11/1/45,386,386,,386.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,4/1/46,4/1/46,771,771,,771.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,11/1/41,11/1/41,3472,3472,,3472.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,2/1/41,2/1/41,1543,1543,,1543.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,8/1/42,8/1/42,771,771,,771.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,2/1/40,2/1/40,771,771,,771.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,9/1/41,9/1/41,386,386,,386.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,7/1/41,7/1/41,1157,1157,,1157.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,2/1/46,2/1/46,1157,1157,,1157.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,1/1/40,1/1/40,386,386,,386.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,3/1/42,3/1/42,3086,3086,,3086.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,10/1/45,10/1/45,1157,1157,,1157.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,10/1/40,10/1/40,386,386,,386.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
United_Kingdom,,3/1/46,3/1/46,386,386,,386.0,,0,,,,used ancestry.com to estimate distribution by month,http://en.wikipedia.org/wiki/World_War_II_casualties and http://search.ancestry.com/search/db.aspx?dbid=1604,
Yugoslavia,,6/22/41,8/31/45,436,436,,436000.0,,0,,,,wiki buffer,http://en.wikipedia.org/wiki/World_War_II_casualties,
Yugoslavia,,6/22/41,8/31/45,"520,5","520,5",,520500.0,,1,,,,,http://en.wikipedia.org/wiki/World_War_II_casualties,
Yugoslavia,,4/6/41,4/18/41,10,10,,10000.0,,0,,invasion-germany,,,http://en.wikipedia.org/wiki/World_War_II_casualties,
Yugoslavia,,9/1/39,8/31/45,56000,65000,64000,60500.0,,1,,holocaust-jewish,,"override hi-low-avg multiplied by 1.06, to get 5.7 million",http://en.wikipedia.org/wiki/World_War_II_casualties,
